Time[s],Sum Internal Heat,Time[s],Sum Internal Heat,Time[s],Sum Internal Heat,Time[s],Sum Internal Heat,Time[s],Value,Time[s],Value,Time[s],Value,Time[s],Value,Time[s],Value,Time[s],Value,Time[s],Value,Time[s],Value
1060400.0,0.0,1060400.0,0.0,1060400.0,0.0,1060400.0,0.09999999659999999,1060400.0,0.0,1060400.0,0.0,1060400.0,0.0,1060400.0,0.0,1060400.0,0.0,1060400.0,0.0,1060400.0,0.0,1060400.0,0.336
1060600.0,0.0,1060600.0,0.0,1060600.0,0.0,1060600.0,0.09999999659999999,1060600.0,0.0,1060600.0,0.0,1060600.0,0.0,1060600.0,0.0,1060600.0,0.0,1060600.0,0.0,1060600.0,0.0,1060600.0,0.336
1060800.0,0.0,1060800.0,0.0,1060800.0,0.0,1060800.0,0.09999999659999999,1060800.0,0.0,1060800.0,0.0,1060800.0,0.0,1060800.0,0.0,1060800.0,0.0,1060800.0,0.0,1060800.0,0.0,1060800.0,0.336
1061000.0,0.0,1061000.0,0.0,1061000.0,0.0,1061000.0,0.09999999659999999,1061000.0,0.0,1061000.0,0.0,1061000.0,0.0,1061000.0,0.0,1061000.0,0.0,1061000.0,0.0,1061000.0,0.0,1061000.0,0.336
1061200.0,0.0,1061200.0,0.0,1061200.0,0.0,1061200.0,0.09999999659999999,1061200.0,0.0,1061200.0,0.0,1061200.0,0.0,1061200.0,0.0,1061200.0,0.0,1061200.0,0.0,1061200.0,0.0,1061200.0,0.336
1061400.0,0.0,1061400.0,0.0,1061400.0,0.0,1061400.0,0.09999999659999999,1061400.0,0.0,1061400.0,0.0,1061400.0,0.0,1061400.0,0.0,1061400.0,0.0,1061400.0,0.0,1061400.0,0.0,1061400.0,0.336
1061600.0,0.0,1061600.0,0.0,1061600.0,0.0,1061600.0,0.09999999659999999,1061600.0,0.0,1061600.0,0.0,1061600.0,0.0,1061600.0,0.0,1061600.0,0.0,1061600.0,0.0,1061600.0,0.0,1061600.0,0.336
1061800.0,0.0,1061800.0,0.0,1061800.0,0.0,1061800.0,0.09999999659999999,1061800.0,0.0,1061800.0,0.0,1061800.0,0.0,1061800.0,0.0,1061800.0,0.0,1061800.0,0.0,1061800.0,0.0,1061800.0,0.336
1062000.0,0.0,1062000.0,0.0,1062000.0,0.0,1062000.0,0.09999999659999999,1062000.0,0.0,1062000.0,0.0,1062000.0,0.0,1062000.0,0.0,1062000.0,0.0,1062000.0,0.0,1062000.0,0.0,1062000.0,0.0
1062200.0,0.0,1062200.0,0.0,1062200.0,0.0,1062200.0,0.09999999659999999,1062200.0,0.0,1062200.0,0.0,1062200.0,0.0,1062200.0,0.0,1062200.0,0.0,1062200.0,0.0,1062200.0,0.0,1062200.0,0.0
1062400.0,0.0,1062400.0,0.0,1062400.0,0.0,1062400.0,0.09999999659999999,1062400.0,0.0,1062400.0,0.0,1062400.0,0.0,1062400.0,0.0,1062400.0,0.0,1062400.0,0.0,1062400.0,0.0,1062400.0,0.0
1062600.0,0.0,1062600.0,0.0,1062600.0,0.0,1062600.0,0.09999999659999999,1062600.0,0.0,1062600.0,0.0,1062600.0,0.0,1062600.0,0.0,1062600.0,0.0,1062600.0,0.0,1062600.0,0.0,1062600.0,0.0
1062800.0,0.0,1062800.0,0.0,1062800.0,0.0,1062800.0,0.09999999659999999,1062800.0,0.0,1062800.0,0.0,1062800.0,0.0,1062800.0,0.0,1062800.0,0.0,1062800.0,0.0,1062800.0,0.0,1062800.0,0.0
1063000.0,0.0,1063000.0,0.0,1063000.0,0.0,1063000.0,0.09999999659999999,1063000.0,0.0,1063000.0,0.0,1063000.0,0.0,1063000.0,0.0,1063000.0,0.0,1063000.0,0.0,1063000.0,0.0,1063000.0,0.0
1063200.0,0.0,1063200.0,0.0,1063200.0,0.0,1063200.0,0.09999999659999999,1063200.0,0.0,1063200.0,0.0,1063200.0,0.0,1063200.0,0.0,1063200.0,0.0,1063200.0,0.0,1063200.0,0.0,1063200.0,0.0
1063400.0,0.0,1063400.0,0.0,1063400.0,0.0,1063400.0,0.09999999659999999,1063400.0,0.0,1063400.0,0.0,1063400.0,0.0,1063400.0,0.0,1063400.0,0.0,1063400.0,0.0,1063400.0,0.0,1063400.0,0.0
1063600.0,0.0,1063600.0,0.0,1063600.0,0.0,1063600.0,0.09999999659999999,1063600.0,0.0,1063600.0,0.0,1063600.0,0.0,1063600.0,0.0,1063600.0,0.0,1063600.0,0.0,1063600.0,0.0,1063600.0,0.0
1063800.0,0.0,1063800.0,0.0,1063800.0,0.0,1063800.0,0.09999999659999999,1063800.0,0.0,1063800.0,0.0,1063800.0,0.0,1063800.0,0.0,1063800.0,0.0,1063800.0,0.0,1063800.0,0.0,1063800.0,0.0
1064000.0,0.0,1064000.0,0.0,1064000.0,0.0,1064000.0,0.09999999659999999,1064000.0,0.0,1064000.0,0.0,1064000.0,0.0,1064000.0,0.0,1064000.0,0.0,1064000.0,0.0,1064000.0,0.0,1064000.0,0.0
1064200.0,0.0,1064200.0,0.0,1064200.0,0.0,1064200.0,0.09999999659999999,1064200.0,0.0,1064200.0,0.0,1064200.0,0.0,1064200.0,0.0,1064200.0,0.0,1064200.0,0.0,1064200.0,0.0,1064200.0,0.0
1064400.0,0.0,1064400.0,0.0,1064400.0,0.0,1064400.0,0.09999999659999999,1064400.0,0.0,1064400.0,0.0,1064400.0,0.0,1064400.0,0.0,1064400.0,0.0,1064400.0,0.0,1064400.0,0.0,1064400.0,0.0
1064600.0,0.0,1064600.0,0.0,1064600.0,0.0,1064600.0,0.09999999659999999,1064600.0,0.0,1064600.0,0.0,1064600.0,0.0,1064600.0,0.0,1064600.0,0.0,1064600.0,0.0,1064600.0,0.0,1064600.0,0.0
1064800.0,0.0,1064800.0,0.0,1064800.0,0.0,1064800.0,0.09999999659999999,1064800.0,0.0,1064800.0,0.0,1064800.0,0.0,1064800.0,0.0,1064800.0,0.0,1064800.0,0.0,1064800.0,0.0,1064800.0,0.0
1065000.0,0.0,1065000.0,0.0,1065000.0,0.0,1065000.0,0.09999999659999999,1065000.0,0.0,1065000.0,0.0,1065000.0,0.0,1065000.0,0.0,1065000.0,0.0,1065000.0,0.0,1065000.0,0.0,1065000.0,0.0
1065200.0,0.0,1065200.0,0.0,1065200.0,0.0,1065200.0,0.09999999659999999,1065200.0,0.0,1065200.0,0.5199996360000003,1065200.0,0.0,1065200.0,0.0,1065200.0,0.0,1065200.0,0.0,1065200.0,0.0,1065200.0,0.0
1065400.0,0.0,1065400.0,0.0,1065400.0,0.0,1065400.0,0.09999999659999999,1065400.0,0.0,1065400.0,0.0,1065400.0,0.0,1065400.0,0.0,1065400.0,0.0,1065400.0,0.0,1065400.0,0.0,1065400.0,0.0
1065600.0,0.0,1065600.0,0.0,1065600.0,0.0,1065600.0,0.09999999659999999,1065600.0,0.0,1065600.0,0.0,1065600.0,0.0,1065600.0,0.0,1065600.0,0.0,1065600.0,0.0,1065600.0,0.0,1065600.0,0.0
1065800.0,0.0,1065800.0,0.0,1065800.0,0.0,1065800.0,0.09999999659999999,1065800.0,0.0,1065800.0,0.0,1065800.0,0.0,1065800.0,0.0,1065800.0,0.0,1065800.0,0.0,1065800.0,0.0,1065800.0,0.0
1066000.0,0.0,1066000.0,0.0,1066000.0,0.0,1066000.0,0.09999999659999999,1066000.0,0.0,1066000.0,0.0,1066000.0,0.0,1066000.0,0.0,1066000.0,0.0,1066000.0,0.0,1066000.0,0.0,1066000.0,0.0
1066200.0,0.0,1066200.0,0.0,1066200.0,0.0,1066200.0,0.09999999659999999,1066200.0,0.0,1066200.0,0.0,1066200.0,0.0,1066200.0,0.0,1066200.0,0.0,1066200.0,0.0,1066200.0,0.0,1066200.0,0.0
1066400.0,0.0,1066400.0,0.0,1066400.0,0.0,1066400.0,0.09999999659999999,1066400.0,0.0,1066400.0,0.0,1066400.0,0.0,1066400.0,0.0,1066400.0,0.0,1066400.0,0.0,1066400.0,0.0,1066400.0,0.0
1066600.0,0.0,1066600.0,0.0,1066600.0,0.0,1066600.0,0.09999999659999999,1066600.0,0.0,1066600.0,0.0,1066600.0,0.0,1066600.0,0.0,1066600.0,0.0,1066600.0,0.0,1066600.0,0.0,1066600.0,0.0
1066800.0,0.0,1066800.0,0.0,1066800.0,0.0,1066800.0,0.09999999659999999,1066800.0,0.0,1066800.0,0.0,1066800.0,0.0,1066800.0,0.0,1066800.0,0.0,1066800.0,0.0,1066800.0,0.0,1066800.0,0.0
1067000.0,0.0,1067000.0,0.0,1067000.0,0.0,1067000.0,0.09999999659999999,1067000.0,0.0,1067000.0,0.0,1067000.0,0.0,1067000.0,0.0,1067000.0,0.0,1067000.0,0.0,1067000.0,0.0,1067000.0,0.0
1067200.0,0.0,1067200.0,0.0,1067200.0,0.0,1067200.0,0.09999999659999999,1067200.0,0.0,1067200.0,0.0,1067200.0,0.0,1067200.0,0.0,1067200.0,0.0,1067200.0,0.0,1067200.0,0.0,1067200.0,0.0
1067400.0,0.0,1067400.0,0.0,1067400.0,0.0,1067400.0,0.09999999659999999,1067400.0,0.0,1067400.0,0.0,1067400.0,0.0,1067400.0,0.0,1067400.0,0.0,1067400.0,0.0,1067400.0,0.0,1067400.0,0.0
1067600.0,0.0,1067600.0,0.0,1067600.0,0.0,1067600.0,0.09999999659999999,1067600.0,0.0,1067600.0,0.0,1067600.0,0.0,1067600.0,0.0,1067600.0,0.0,1067600.0,0.0,1067600.0,0.0,1067600.0,0.0
1067800.0,0.0,1067800.0,0.0,1067800.0,0.0,1067800.0,0.09999999659999999,1067800.0,0.0,1067800.0,0.0,1067800.0,0.0,1067800.0,0.0,1067800.0,0.0,1067800.0,0.0,1067800.0,0.0,1067800.0,0.0
1068000.0,0.0,1068000.0,0.0,1068000.0,0.0,1068000.0,0.09999999659999999,1068000.0,0.0,1068000.0,0.0,1068000.0,0.0,1068000.0,0.0,1068000.0,0.0,1068000.0,0.0,1068000.0,0.0,1068000.0,0.0
1068200.0,0.0,1068200.0,0.0,1068200.0,0.0,1068200.0,0.09999999659999999,1068200.0,0.0,1068200.0,0.0,1068200.0,0.0,1068200.0,0.0,1068200.0,0.0,1068200.0,0.0,1068200.0,0.0,1068200.0,0.0
1068400.0,0.0,1068400.0,0.0,1068400.0,0.0,1068400.0,0.09999999659999999,1068400.0,0.0,1068400.0,0.0,1068400.0,0.0,1068400.0,0.0,1068400.0,0.0,1068400.0,0.0,1068400.0,0.0,1068400.0,0.0
1068600.0,0.0,1068600.0,0.0,1068600.0,0.0,1068600.0,0.09999999659999999,1068600.0,0.0,1068600.0,0.0,1068600.0,0.0,1068600.0,0.0,1068600.0,0.0,1068600.0,0.0,1068600.0,0.0,1068600.0,0.0
1068800.0,0.0,1068800.0,0.0,1068800.0,0.0,1068800.0,0.09999999659999999,1068800.0,0.0,1068800.0,0.0,1068800.0,0.0,1068800.0,0.0,1068800.0,0.0,1068800.0,0.0,1068800.0,0.0,1068800.0,0.0
1069000.0,0.0,1069000.0,0.0,1069000.0,0.0,1069000.0,0.09999999659999999,1069000.0,0.0,1069000.0,0.0,1069000.0,0.0,1069000.0,0.0,1069000.0,0.0,1069000.0,0.0,1069000.0,0.0,1069000.0,0.0
1069200.0,0.0,1069200.0,0.0,1069200.0,0.0,1069200.0,0.09999999659999999,1069200.0,0.0,1069200.0,0.0,1069200.0,0.0,1069200.0,0.0,1069200.0,0.0,1069200.0,0.0,1069200.0,0.0,1069200.0,0.0
1069400.0,0.0,1069400.0,0.0,1069400.0,0.0,1069400.0,0.09999999659999999,1069400.0,0.0,1069400.0,0.0,1069400.0,0.0,1069400.0,0.0,1069400.0,0.0,1069400.0,0.0,1069400.0,0.0,1069400.0,0.0
1069600.0,0.0,1069600.0,0.0,1069600.0,0.0,1069600.0,0.09999999659999999,1069600.0,0.0,1069600.0,0.0,1069600.0,0.0,1069600.0,0.0,1069600.0,0.0,1069600.0,0.0,1069600.0,0.0,1069600.0,0.0
1069800.0,0.0,1069800.0,0.0,1069800.0,0.0,1069800.0,0.09999999659999999,1069800.0,0.0,1069800.0,0.0,1069800.0,0.0,1069800.0,0.0,1069800.0,0.0,1069800.0,0.0,1069800.0,0.0,1069800.0,0.0
1070000.0,0.0,1070000.0,0.0,1070000.0,0.0,1070000.0,0.09999999659999999,1070000.0,0.0,1070000.0,0.0,1070000.0,0.0,1070000.0,0.0,1070000.0,0.0,1070000.0,0.0,1070000.0,0.0,1070000.0,0.0
1070200.0,0.0,1070200.0,0.0,1070200.0,0.0,1070200.0,0.09999999659999999,1070200.0,0.0,1070200.0,0.0,1070200.0,0.0,1070200.0,0.0,1070200.0,0.0,1070200.0,0.0,1070200.0,0.0,1070200.0,0.0
1070400.0,0.0,1070400.0,0.0,1070400.0,0.0,1070400.0,0.09999999659999999,1070400.0,0.0,1070400.0,0.0,1070400.0,0.0,1070400.0,0.0,1070400.0,0.0,1070400.0,0.0,1070400.0,0.0,1070400.0,0.0
1070600.0,0.0,1070600.0,0.0,1070600.0,0.0,1070600.0,0.09999999659999999,1070600.0,0.0,1070600.0,0.0,1070600.0,0.0,1070600.0,0.0,1070600.0,0.0,1070600.0,0.0,1070600.0,0.0,1070600.0,0.0
1070800.0,0.0,1070800.0,0.0,1070800.0,0.0,1070800.0,0.09999999659999999,1070800.0,0.0,1070800.0,0.0,1070800.0,0.0,1070800.0,0.0,1070800.0,0.0,1070800.0,0.0,1070800.0,0.0,1070800.0,0.0
1071000.0,0.0,1071000.0,0.0,1071000.0,0.0,1071000.0,0.09999999659999999,1071000.0,0.0,1071000.0,0.0,1071000.0,0.0,1071000.0,0.0,1071000.0,0.0,1071000.0,0.0,1071000.0,0.0,1071000.0,0.336
1071200.0,0.0,1071200.0,0.0,1071200.0,0.0,1071200.0,0.09999999659999999,1071200.0,0.0,1071200.0,0.0,1071200.0,0.0,1071200.0,0.0,1071200.0,0.0,1071200.0,0.0,1071200.0,0.0,1071200.0,0.336
1071400.0,0.0,1071400.0,0.0,1071400.0,0.0,1071400.0,0.09999999659999999,1071400.0,0.0,1071400.0,0.0,1071400.0,0.0,1071400.0,0.0,1071400.0,0.0,1071400.0,0.0,1071400.0,0.0,1071400.0,0.336
1071600.0,0.0,1071600.0,0.0,1071600.0,0.0,1071600.0,0.09999999659999999,1071600.0,0.0,1071600.0,0.0,1071600.0,0.0,1071600.0,0.0,1071600.0,0.0,1071600.0,0.0,1071600.0,0.0,1071600.0,0.336
1071800.0,0.0,1071800.0,0.0,1071800.0,0.0,1071800.0,0.09999999659999999,1071800.0,0.0,1071800.0,0.0,1071800.0,0.0,1071800.0,0.0,1071800.0,0.0,1071800.0,0.0,1071800.0,0.0,1071800.0,0.336
1072000.0,0.0,1072000.0,0.0,1072000.0,0.0,1072000.0,0.09999999659999999,1072000.0,0.0,1072000.0,0.0,1072000.0,0.0,1072000.0,0.0,1072000.0,0.0,1072000.0,0.0,1072000.0,0.0,1072000.0,0.336
1072200.0,0.0,1072200.0,0.0,1072200.0,0.0,1072200.0,0.09999999659999999,1072200.0,0.0,1072200.0,0.0,1072200.0,0.0,1072200.0,0.0,1072200.0,0.0,1072200.0,0.0,1072200.0,0.0,1072200.0,0.336
1072400.0,0.0,1072400.0,0.0,1072400.0,0.0,1072400.0,0.09999999659999999,1072400.0,0.0,1072400.0,0.0,1072400.0,0.0,1072400.0,0.0,1072400.0,0.0,1072400.0,0.0,1072400.0,0.0,1072400.0,0.336
1072600.0,0.0,1072600.0,0.0,1072600.0,0.0,1072600.0,0.09999999659999999,1072600.0,0.0,1072600.0,0.0,1072600.0,0.0,1072600.0,0.0,1072600.0,0.0,1072600.0,0.0,1072600.0,0.0,1072600.0,0.336
1072800.0,0.0,1072800.0,0.0,1072800.0,0.0,1072800.0,0.09999999659999999,1072800.0,0.0,1072800.0,0.0,1072800.0,0.0,1072800.0,0.0,1072800.0,0.0,1072800.0,0.0,1072800.0,0.0,1072800.0,0.336
1073000.0,0.0,1073000.0,0.0,1073000.0,0.0,1073000.0,0.09999999659999999,1073000.0,0.0,1073000.0,0.5199996360000003,1073000.0,0.0,1073000.0,0.0,1073000.0,0.0,1073000.0,0.0,1073000.0,0.0,1073000.0,0.336
1073200.0,0.0,1073200.0,0.0,1073200.0,0.0,1073200.0,0.09999999659999999,1073200.0,0.0,1073200.0,0.0,1073200.0,0.0,1073200.0,0.0,1073200.0,0.0,1073200.0,0.0,1073200.0,0.0,1073200.0,0.336
1073400.0,0.0,1073400.0,0.0,1073400.0,0.0,1073400.0,0.09999999659999999,1073400.0,0.0,1073400.0,0.0,1073400.0,0.0,1073400.0,0.0,1073400.0,0.0,1073400.0,0.0,1073400.0,0.0,1073400.0,0.336
1073600.0,0.0,1073600.0,0.0,1073600.0,0.0,1073600.0,0.09999999659999999,1073600.0,0.0,1073600.0,0.0,1073600.0,0.0,1073600.0,0.0,1073600.0,0.0,1073600.0,0.0,1073600.0,0.84,1073600.0,0.0
1073800.0,0.0,1073800.0,0.0,1073800.0,0.0,1073800.0,0.09999999659999999,1073800.0,0.0,1073800.0,0.0,1073800.0,0.0,1073800.0,0.0,1073800.0,0.0,1073800.0,0.0,1073800.0,0.84,1073800.0,0.0
1074000.0,0.0,1074000.0,0.0,1074000.0,0.0,1074000.0,0.09999999659999999,1074000.0,0.0,1074000.0,0.0,1074000.0,0.0,1074000.0,0.0,1074000.0,0.0,1074000.0,0.0,1074000.0,0.0,1074000.0,0.0
1074200.0,0.0,1074200.0,0.0,1074200.0,0.0,1074200.0,0.09999999659999999,1074200.0,0.0,1074200.0,0.0,1074200.0,0.0,1074200.0,0.0,1074200.0,0.0,1074200.0,0.0,1074200.0,0.0,1074200.0,0.0
1074400.0,0.0,1074400.0,0.0,1074400.0,0.0,1074400.0,0.09999999659999999,1074400.0,0.0,1074400.0,0.0,1074400.0,0.0,1074400.0,0.0,1074400.0,0.0,1074400.0,0.0,1074400.0,0.0,1074400.0,0.0
1074600.0,0.0,1074600.0,0.0,1074600.0,0.0,1074600.0,0.09999999659999999,1074600.0,0.0,1074600.0,0.0,1074600.0,0.0,1074600.0,0.0,1074600.0,0.0,1074600.0,0.0,1074600.0,0.0,1074600.0,0.0
1074800.0,0.0,1074800.0,0.0,1074800.0,0.0,1074800.0,0.09999999659999999,1074800.0,0.0,1074800.0,0.0,1074800.0,0.0,1074800.0,0.0,1074800.0,0.0,1074800.0,0.0,1074800.0,0.0,1074800.0,0.0
1075000.0,0.0,1075000.0,0.0,1075000.0,0.0,1075000.0,0.09999999659999999,1075000.0,0.0,1075000.0,0.0,1075000.0,0.0,1075000.0,0.0,1075000.0,0.0,1075000.0,0.0,1075000.0,0.0,1075000.0,0.0
1075200.0,0.0,1075200.0,0.0,1075200.0,0.0,1075200.0,0.09999999659999999,1075200.0,0.0,1075200.0,0.0,1075200.0,0.0,1075200.0,0.0,1075200.0,0.0,1075200.0,0.0,1075200.0,0.0,1075200.0,0.0
1075400.0,0.0,1075400.0,0.0,1075400.0,0.0,1075400.0,0.09999999659999999,1075400.0,0.0,1075400.0,0.0,1075400.0,0.0,1075400.0,0.0,1075400.0,0.0,1075400.0,0.0,1075400.0,0.0,1075400.0,0.0
1075600.0,0.0,1075600.0,0.0,1075600.0,0.0,1075600.0,0.09999999659999999,1075600.0,0.0,1075600.0,0.0,1075600.0,0.0,1075600.0,0.0,1075600.0,0.0,1075600.0,0.0,1075600.0,0.0,1075600.0,0.0
1075800.0,0.0,1075800.0,0.0,1075800.0,0.0,1075800.0,0.09999999659999999,1075800.0,0.0,1075800.0,0.0,1075800.0,0.0,1075800.0,0.0,1075800.0,0.0,1075800.0,0.0,1075800.0,0.0,1075800.0,0.0
1076000.0,0.0,1076000.0,0.0,1076000.0,0.0,1076000.0,0.09999999659999999,1076000.0,0.0,1076000.0,0.0,1076000.0,0.0,1076000.0,0.0,1076000.0,0.0,1076000.0,0.0,1076000.0,0.0,1076000.0,0.0
1076200.0,0.0,1076200.0,0.0,1076200.0,0.0,1076200.0,0.09999999659999999,1076200.0,0.0,1076200.0,0.0,1076200.0,0.0,1076200.0,0.0,1076200.0,0.0,1076200.0,0.0,1076200.0,0.0,1076200.0,0.0
1076400.0,0.0,1076400.0,0.0,1076400.0,0.0,1076400.0,0.09999999659999999,1076400.0,0.0,1076400.0,0.0,1076400.0,0.0,1076400.0,0.0,1076400.0,0.0,1076400.0,0.0,1076400.0,0.0,1076400.0,0.0
1076600.0,0.0,1076600.0,0.0,1076600.0,0.0,1076600.0,0.09999999659999999,1076600.0,0.0,1076600.0,0.0,1076600.0,0.0,1076600.0,0.0,1076600.0,0.0,1076600.0,0.0,1076600.0,0.0,1076600.0,0.0
1076800.0,0.0,1076800.0,0.0,1076800.0,0.0,1076800.0,0.09999999659999999,1076800.0,0.0,1076800.0,0.0,1076800.0,0.0,1076800.0,0.0,1076800.0,0.0,1076800.0,0.0,1076800.0,0.0,1076800.0,0.0
1077000.0,0.0,1077000.0,0.0,1077000.0,0.0,1077000.0,0.09999999659999999,1077000.0,0.0,1077000.0,0.5199996360000003,1077000.0,0.0,1077000.0,0.0,1077000.0,0.0,1077000.0,0.0,1077000.0,0.0,1077000.0,0.0
1077200.0,0.0,1077200.0,0.0,1077200.0,0.0,1077200.0,0.09999999659999999,1077200.0,0.0,1077200.0,0.0,1077200.0,0.0,1077200.0,0.0,1077200.0,0.0,1077200.0,0.0,1077200.0,0.0,1077200.0,0.0
1077400.0,0.0,1077400.0,0.0,1077400.0,0.0,1077400.0,0.09999999659999999,1077400.0,0.0,1077400.0,0.0,1077400.0,0.0,1077400.0,0.0,1077400.0,0.0,1077400.0,0.0,1077400.0,0.0,1077400.0,0.0
1077600.0,0.0,1077600.0,0.0,1077600.0,0.0,1077600.0,0.09999999659999999,1077600.0,0.0,1077600.0,0.0,1077600.0,0.0,1077600.0,0.0,1077600.0,0.0,1077600.0,0.0,1077600.0,0.0,1077600.0,0.0
1077800.0,0.0,1077800.0,0.0,1077800.0,0.0,1077800.0,0.09999999659999999,1077800.0,0.0,1077800.0,0.0,1077800.0,0.0,1077800.0,0.0,1077800.0,0.0,1077800.0,0.0,1077800.0,0.0,1077800.0,0.0
1078000.0,0.0,1078000.0,0.0,1078000.0,0.0,1078000.0,0.09999999659999999,1078000.0,0.0,1078000.0,0.0,1078000.0,0.0,1078000.0,0.0,1078000.0,0.0,1078000.0,0.0,1078000.0,0.0,1078000.0,0.0
1078200.0,0.0,1078200.0,0.0,1078200.0,0.0,1078200.0,0.09999999659999999,1078200.0,0.0,1078200.0,0.0,1078200.0,0.0,1078200.0,0.0,1078200.0,0.0,1078200.0,0.0,1078200.0,0.0,1078200.0,0.0
1078400.0,0.0,1078400.0,0.0,1078400.0,0.0,1078400.0,0.09999999659999999,1078400.0,0.0,1078400.0,0.0,1078400.0,0.0,1078400.0,0.0,1078400.0,0.0,1078400.0,0.0,1078400.0,0.0,1078400.0,0.0
1078600.0,0.0,1078600.0,0.0,1078600.0,0.0,1078600.0,0.09999999659999999,1078600.0,0.0,1078600.0,0.0,1078600.0,0.0,1078600.0,0.0,1078600.0,0.0,1078600.0,0.0,1078600.0,0.0,1078600.0,0.0
1078800.0,0.0,1078800.0,0.0,1078800.0,0.0,1078800.0,0.09999999659999999,1078800.0,0.0,1078800.0,0.0,1078800.0,0.0,1078800.0,0.0,1078800.0,0.0,1078800.0,0.0,1078800.0,0.0,1078800.0,0.0
1079000.0,0.0,1079000.0,0.0,1079000.0,0.0,1079000.0,0.09999999659999999,1079000.0,0.0,1079000.0,0.0,1079000.0,0.0,1079000.0,0.0,1079000.0,0.0,1079000.0,0.0,1079000.0,0.0,1079000.0,0.0
1079200.0,0.0,1079200.0,0.0,1079200.0,0.0,1079200.0,0.09999999659999999,1079200.0,0.0,1079200.0,0.0,1079200.0,0.0,1079200.0,0.0,1079200.0,0.0,1079200.0,0.0,1079200.0,0.0,1079200.0,0.0
1079400.0,0.0,1079400.0,0.0,1079400.0,0.0,1079400.0,0.09999999659999999,1079400.0,0.0,1079400.0,0.0,1079400.0,0.0,1079400.0,0.0,1079400.0,0.0,1079400.0,0.0,1079400.0,0.0,1079400.0,0.0
1079600.0,0.0,1079600.0,0.0,1079600.0,0.0,1079600.0,0.09999999659999999,1079600.0,0.0,1079600.0,0.0,1079600.0,0.0,1079600.0,0.0,1079600.0,0.0,1079600.0,0.0,1079600.0,0.0,1079600.0,0.0
1079800.0,0.0,1079800.0,0.0,1079800.0,0.0,1079800.0,0.09999999659999999,1079800.0,0.0,1079800.0,0.0,1079800.0,0.0,1079800.0,0.0,1079800.0,0.0,1079800.0,0.0,1079800.0,0.0,1079800.0,0.0
1080000.0,0.0,1080000.0,0.0,1080000.0,0.0,1080000.0,0.09999999659999999,1080000.0,0.0,1080000.0,0.0,1080000.0,0.0,1080000.0,0.0,1080000.0,0.0,1080000.0,0.0,1080000.0,0.0,1080000.0,0.0
1080200.0,0.0,1080200.0,0.0,1080200.0,0.0,1080200.0,0.09999999659999999,1080200.0,0.0,1080200.0,0.0,1080200.0,0.0,1080200.0,0.0,1080200.0,0.0,1080200.0,0.0,1080200.0,0.0,1080200.0,0.0
1080400.0,0.0,1080400.0,0.0,1080400.0,0.0,1080400.0,0.09999999659999999,1080400.0,0.0,1080400.0,0.0,1080400.0,0.0,1080400.0,0.0,1080400.0,0.0,1080400.0,0.0,1080400.0,0.0,1080400.0,0.0
1080600.0,0.0,1080600.0,0.0,1080600.0,0.0,1080600.0,0.09999999659999999,1080600.0,0.0,1080600.0,0.0,1080600.0,0.0,1080600.0,0.0,1080600.0,0.0,1080600.0,0.0,1080600.0,0.0,1080600.0,0.0
1080800.0,0.0,1080800.0,0.0,1080800.0,0.0,1080800.0,0.09999999659999999,1080800.0,0.0,1080800.0,0.0,1080800.0,0.0,1080800.0,0.0,1080800.0,0.0,1080800.0,0.0,1080800.0,0.0,1080800.0,0.0
1081000.0,0.0,1081000.0,0.0,1081000.0,0.0,1081000.0,0.09999999659999999,1081000.0,0.0,1081000.0,0.0,1081000.0,0.0,1081000.0,0.0,1081000.0,0.0,1081000.0,0.0,1081000.0,0.0,1081000.0,0.0
1081200.0,0.0,1081200.0,0.0,1081200.0,0.0,1081200.0,0.09999999659999999,1081200.0,0.0,1081200.0,0.0,1081200.0,0.0,1081200.0,0.0,1081200.0,0.0,1081200.0,0.0,1081200.0,0.0,1081200.0,0.0
1081400.0,0.0,1081400.0,0.0,1081400.0,0.0,1081400.0,0.09999999659999999,1081400.0,0.0,1081400.0,0.0,1081400.0,0.0,1081400.0,0.0,1081400.0,0.0,1081400.0,0.0,1081400.0,0.0,1081400.0,0.0
1081600.0,0.0,1081600.0,0.0,1081600.0,0.0,1081600.0,0.09999999659999999,1081600.0,0.0,1081600.0,0.0,1081600.0,0.0,1081600.0,0.0,1081600.0,0.0,1081600.0,0.0,1081600.0,0.0,1081600.0,0.0
1081800.0,0.0,1081800.0,0.0,1081800.0,0.0,1081800.0,0.09999999659999999,1081800.0,0.0,1081800.0,0.0,1081800.0,0.0,1081800.0,0.0,1081800.0,0.0,1081800.0,0.0,1081800.0,0.0,1081800.0,0.0
1082000.0,0.0,1082000.0,0.0,1082000.0,0.0,1082000.0,0.09999999659999999,1082000.0,0.0,1082000.0,0.0,1082000.0,0.0,1082000.0,0.0,1082000.0,0.0,1082000.0,0.0,1082000.0,0.0,1082000.0,0.0
1082200.0,0.0,1082200.0,0.0,1082200.0,0.0,1082200.0,0.09999999659999999,1082200.0,0.0,1082200.0,0.0,1082200.0,0.0,1082200.0,0.0,1082200.0,0.0,1082200.0,0.0,1082200.0,0.0,1082200.0,0.336
